Steps,Policy/Entropy,Environment/Episode Length,Self-play/ELO,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,2.078392,438.0,1199.0019174270112,0.41592562,-1.0,-1.0,1.0
20000,2.0785284,None,None,0.21265204,None,None,1.0
30000,2.0748198,None,None,0.15876684,None,None,1.0
40000,2.0722878,2626.0,1198.5043131693246,0.090083,-1.0,-1.0,1.0
50000,2.0740833,5518.428571428572,1198.66224746879,0.08931223,0.0,0.0,1.0
60000,2.0677366,2245.3333333333335,1199.203843954973,0.21752812,0.5,0.5,1.0
70000,2.0616958,None,None,0.14998248,None,None,1.0
80000,2.0596242,2043.0,1199.0354495017475,0.087943226,-1.0,-1.0,1.0
90000,2.0657008,4383.0,1198.5382215047732,0.14160739,-1.0,-1.0,1.0
100000,2.062157,5999.0,1197.706794158498,0.052556597,-1.0,-1.0,1.0
110000,2.0616705,5999.0,1197.4239193431147,0.11414836,-0.2,-0.2,1.0
120000,2.0577693,None,None,0.1338534,None,None,1.0
130000,2.0507421,4438.5,1197.5545522049865,0.15342191,1.0,1.0,1.0
140000,2.0504322,5999.0,1197.5587999741688,0.120834194,0.0,0.0,1.0
150000,2.0481644,None,None,0.11511563,None,None,1.0
160000,2.0292783,5999.0,1197.572832454204,0.10398515,0.0,0.0,1.0
170000,2.0463488,5158.5,1197.832257594482,0.1013921,0.5,0.5,1.0
180000,2.0391479,5999.0,1198.0842586634772,0.08831243,0.0,0.0,1.0
190000,2.0426855,4735.0,1198.0838818554244,0.074307114,1.0,1.0,1.0
200000,2.046822,5999.0,1198.0831304083954,0.094354756,0.0,0.0,1.0
210000,2.046461,666.8,1197.5991485723764,0.051893596,-0.4,-0.4,1.0
220000,2.0436141,1704.5,1197.8565929423285,0.022928221,0.5,0.5,1.0
230000,2.040606,3384.0,1198.604722244667,0.03512387,0.5,0.5,1.0
240000,2.039793,2528.0,1199.1022303736893,0.029816337,0.5,0.5,1.0
250000,2.0359569,None,None,0.027765205,1.0,1.0,1.0
260000,2.0340924,4961.75,1199.726688923891,0.00078604964,0.25,0.25,1.0
270000,2.0571208,5999.0,1199.6015890860485,0.028111214,-1.0,-1.0,1.0
280000,2.0400054,5172.666666666667,1199.438948092982,0.027970264,0.0,0.0,1.0
290000,2.043872,938.0,1198.6020135067795,0.017325327,-1.0,-1.0,1.0
300000,2.0492465,5863.0,1198.5997714610287,0.023898797,0.0,0.0,1.0
310000,2.0493762,5999.0,1198.595822532799,0.022743288,0.0,0.0,1.0
320000,2.0468192,3440.0,1199.0973006866395,0.04305215,None,None,1.0
330000,2.0492601,4657.25,1199.3441276069275,0.049645204,0.25,0.25,1.0
340000,2.0516093,5999.0,1199.584858770841,0.058321483,0.0,0.0,1.0
350000,2.0397031,None,None,0.04943544,None,None,1.0
360000,2.0442636,5999.0,1199.579521104923,0.052120082,0.0,0.0,1.0
370000,2.0481894,4824.333333333333,1199.5772371433507,0.06266339,-0.25,-0.25,1.0
380000,2.0422926,3429.0,1199.9057884265983,0.055115316,0.0,0.0,1.0
390000,2.0375533,2364.3333333333335,1199.2399225442268,0.03717767,0.0,0.0,1.0
400000,2.0484698,5999.0,1200.0677355529062,0.032411017,1.0,1.0,1.0
410000,2.035149,899.4285714285714,1199.991320700276,0.01788212,0.0,0.0,1.0
420000,2.0422933,1252.5,1199.7933608137137,0.015361987,0.0,0.0,1.0
430000,2.037882,3204.0,1199.5380777709747,-0.002788308,0.0,0.0,1.0
440000,2.0557868,3092.5,1199.2858374892971,-0.04496619,-0.5,-0.5,1.0
450000,2.0480902,613.0,1199.5372678819315,-0.02634257,1.0,1.0,1.0
460000,2.048261,5259.25,1199.0390513469665,-0.038258098,-0.25,-0.25,1.0
470000,2.0403993,3831.6666666666665,1199.3646894158953,-0.028246397,-0.3333333333333333,-0.3333333333333333,1.0
480000,2.0479758,None,None,-0.015712736,None,None,1.0
490000,2.0422578,5784.0,1199.0312480313942,-0.012911466,-1.0,-1.0,1.0
500000,2.038354,3874.6666666666665,1198.532342283868,-0.006226707,-0.5,-0.5,1.0
510000,2.0365505,3490.0,1197.6541778663923,-0.013804978,-0.6666666666666666,-0.6666666666666666,1.0
520000,2.0310924,4041.4,1197.0371817988914,0.009335213,-0.16666666666666666,-0.16666666666666666,1.0
530000,2.0348976,1001.0,1196.5443928305447,-0.040577266,-1.0,-1.0,1.0
540000,2.0368085,None,None,-0.014022546,None,None,1.0
550000,2.0343022,5999.0,1196.5459568169476,-0.014110516,0.0,0.0,1.0
560000,2.0365748,5999.0,1196.0510302409607,-0.013730885,-1.0,-1.0,1.0
570000,2.0316255,5999.0,1196.0700175150803,0.00018152714,0.0,0.0,1.0
580000,2.0338075,3438.0,1195.8337184145385,-0.0054664356,-0.3333333333333333,-0.3333333333333333,1.0
590000,2.0234768,None,None,-0.0031716083,None,None,1.0
600000,2.034926,5999.0,1195.584828340895,0.024312127,0.0,0.0,1.0
610000,2.039337,2015.2,1195.9970975871017,-0.0067114285,0.0,0.0,1.0
620000,2.0355527,1707.5,1196.1033849758378,0.0044074627,-0.4,-0.4,1.0
630000,2.038078,1961.5,1195.863551097983,0.006516036,0.0,0.0,1.0
640000,2.041571,1305.5,1196.3778448151731,0.034175236,0.0,0.0,1.0
650000,2.0314212,3713.0,1196.1306939548333,0.036946867,1.0,1.0,1.0
660000,2.0355654,5245.0,1196.2996234634895,-0.024216449,0.3333333333333333,0.3333333333333333,1.0
670000,2.044321,4501.25,1196.265460446231,-0.017016456,-0.3333333333333333,-0.3333333333333333,1.0
680000,2.0258973,None,None,0.013060761,1.0,1.0,1.0
690000,2.0253687,5675.5,1196.9011255812366,0.046244897,0.5,0.5,1.0
700000,2.01163,3199.0,1197.6566728264747,0.015705418,0.5,0.5,1.0
710000,2.0024037,4767.0,1198.154463237317,0.030287022,0.3333333333333333,0.3333333333333333,1.0
720000,2.0142057,5999.0,1198.1546763485214,0.014920624,0.0,0.0,1.0
730000,2.0283923,5999.0,1198.1546763485214,0.04211936,0.0,0.0,1.0
740000,2.0202622,2575.0,1198.1546763485214,0.022520257,1.0,1.0,1.0
750000,2.0324233,4728.5,1198.412664780304,0.006027603,0.5,0.5,1.0
760000,2.0325549,5999.0,1199.1616521687079,0.023342272,1.0,1.0,1.0
770000,2.023387,5999.0,1199.4040828558163,-0.0042198785,0.3333333333333333,0.3333333333333333,1.0
780000,2.0228686,None,None,-0.008929687,0.0,0.0,1.0
790000,2.031365,5999.0,1199.1551326664455,-0.00022815689,-1.0,-1.0,1.0
800000,2.0111768,3309.2,1198.7571671325247,0.02009582,0.2,0.2,1.0
810000,2.0362792,2519.6666666666665,1198.6468426700937,-0.032064196,-0.5,-0.5,1.0
820000,2.0293581,2235.0,1198.8121044934435,-0.049799535,0.0,0.0,1.0
830000,2.0083878,None,None,-0.03511233,None,None,1.0
840000,2.0197082,4276.0,1198.1476639275015,-0.04523078,-1.0,-1.0,1.0
850000,2.0245469,5997.0,1198.151131470621,-0.022318995,None,None,1.0
860000,2.0331767,5657.0,1197.6544959812952,-0.016315157,-0.3333333333333333,-0.3333333333333333,1.0
870000,2.0304549,5320.666666666667,1197.157273332846,-0.013921641,-0.3333333333333333,-0.3333333333333333,1.0
880000,2.0278535,5999.0,1196.6615761973385,-0.010174861,-0.5,-0.5,1.0
890000,2.030059,5999.0,1196.1679045398002,-0.0007484445,-1.0,-1.0,1.0
900000,2.0266924,5769.0,1196.1670267592958,0.01986891,0.0,0.0,1.0
910000,2.0327613,5023.333333333333,1196.5018334420758,0.03715935,0.6666666666666666,0.6666666666666666,1.0
920000,2.0120945,4285.6,1196.9892657742353,0.039742764,0.4,0.4,1.0
930000,2.0214133,3510.0,1197.6928945706252,-0.0061303703,-0.5,-0.5,1.0
940000,2.020271,None,None,0.0069535053,None,None,1.0
950000,1.9992657,None,None,-0.01421273,None,None,1.0
960000,1.993904,5293.0,1198.1888932508773,0.00011928447,0.25,0.25,1.0
970000,2.010797,5703.333333333333,1198.8485704752195,-0.024173558,1.0,1.0,1.0
980000,2.0109396,5999.0,1198.441365616079,-0.013150519,-1.0,-1.0,1.0
990000,2.0319192,1805.5,1197.9441438762938,0.00038528512,-1.0,-1.0,1.0
1000000,2.0126524,5999.0,1197.198214121592,-0.016674,-1.0,-1.0,1.0
1010000,2.018158,889.3333333333334,1197.7112540762876,0.020911103,0.5,0.5,1.0
1020000,2.0172102,1858.0,1197.962999875368,0.018815456,0.3333333333333333,0.3333333333333333,1.0
1030000,2.0245874,3355.6666666666665,1198.049461979838,0.012483107,0.0,0.0,1.0
1040000,2.0358357,4056.0,1198.7137251480412,0.019095786,0.5,0.5,1.0
1050000,2.0284598,None,None,0.010227027,None,None,1.0
1060000,2.011931,4689.5,1198.7107035946212,-0.010162854,0.0,0.0,1.0
1070000,2.0110338,5999.0,1198.4562617737538,0.0070311525,-0.5,-0.5,1.0
1080000,2.0061255,5999.0,1198.5389888202935,0.022059951,0.5,0.5,1.0
1090000,2.0203285,5999.0,1198.4499409110344,0.005317705,-0.3333333333333333,-0.3333333333333333,1.0
1100000,2.0294363,3645.0,1198.948422944838,0.0005757641,1.0,1.0,1.0
1110000,2.0248504,None,None,-0.00042212382,None,None,1.0
1120000,2.005186,5999.0,1199.1972473816654,-0.0030577718,0.0,0.0,1.0
1130000,2.0141687,5999.0,1199.6992186247137,0.006527855,1.0,1.0,1.0
1140000,2.0273821,5999.0,1199.8191979895294,0.0081255045,0.0,0.0,1.0
1150000,2.0139453,5999.0,1199.6887594242398,0.010044265,None,None,1.0
1160000,2.012747,5999.0,1200.1829361948537,0.010463804,0.0,0.0,1.0
1170000,2.02419,5999.0,1200.180096891349,0.0118105905,0.0,0.0,1.0
1180000,2.024486,5999.0,1199.927899215022,0.008870101,-0.5,-0.5,1.0
1190000,2.024654,5999.0,1200.2918967818034,0.008577415,0.3333333333333333,0.3333333333333333,1.0
1200000,2.0359008,5999.0,1200.658845849808,0.006940531,0.5,0.5,1.0
1210000,2.023805,None,None,-0.022669507,None,None,1.0
1220000,2.0165377,2123.0,1200.403120576645,-0.029084241,-0.5,-0.5,1.0
1230000,2.002268,2673.3333333333335,1200.1494987003523,-0.038018007,-0.3333333333333333,-0.3333333333333333,1.0
1240000,1.986618,4648.333333333333,1200.3160156125243,-0.02749778,0.0,0.0,1.0
1250000,1.9861356,2768.0,1200.8880160234323,-0.018763022,0.5,0.5,1.0
1260000,2.0054195,2966.0,1200.6283375656171,-0.036340967,0.0,0.0,1.0
1270000,2.0192237,4716.0,1200.123355719058,-0.052961156,-0.5,-0.5,1.0
1280000,2.0217378,5867.0,1200.3604502617359,-0.04160621,0.0,0.0,1.0
1290000,2.0315917,4146.0,1199.6045638961673,-0.030551475,-1.0,-1.0,1.0
1300000,2.029101,5863.666666666667,1199.1054194151677,-0.0058147074,-0.3333333333333333,-0.3333333333333333,1.0
1310000,2.0241635,1592.0,1199.601315291791,-0.011394327,1.0,1.0,1.0
1320000,2.0183523,5999.0,1199.601315291791,-0.020774167,0.0,0.0,1.0
1330000,2.0210319,5999.0,1199.4286879758433,-0.029400313,0.0,0.0,1.0
1340000,2.0113657,5999.0,1198.5885524196622,-0.029506892,-1.0,-1.0,1.0
1350000,2.0007,5512.666666666667,1198.9224790846158,-0.027339531,-0.25,-0.25,1.0
1360000,2.0168617,2207.5,1197.8397254604301,-0.037959058,-1.0,-1.0,1.0
1370000,2.0014265,5999.0,1197.5901797527324,-0.021506809,0.0,0.0,1.0
1380000,1.9913568,4959.0,1196.8415438571205,-0.02181981,-0.5,-0.5,1.0
1390000,1.9623169,None,None,-0.04303447,None,None,1.0
1400000,1.9781716,5999.0,1195.9381013522554,-0.048047137,-0.6666666666666666,-0.6666666666666666,1.0
1410000,2.0175018,959.0,1196.117565787917,0.007269684,1.0,1.0,1.0
1420000,1.9920396,2585.0,1196.117565787917,0.019181874,None,None,1.0
1430000,2.0392992,2632.6,1196.4207965397795,0.020597495,0.5,0.5,1.0
1440000,2.0373373,1691.0,1196.874518595028,-0.003330894,0.5,0.5,1.0
1450000,2.0451834,3515.0,1196.2621632583537,0.0017101236,-0.5,-0.5,1.0
1460000,2.0507402,1595.0,1196.6424449780243,-0.017379992,1.0,1.0,1.0
1470000,2.0392742,1275.5,1196.3981954129345,-0.018610956,0.0,0.0,1.0
1480000,2.0294788,5999.0,1196.659677322027,-0.020668259,0.0,0.0,1.0
1490000,1.9974077,2852.3333333333335,1196.8373087631903,0.000816737,-0.5,-0.5,1.0
1500000,1.9756594,None,None,-0.0025031762,1.0,1.0,1.0
1510000,1.9692632,5999.0,1196.924755512967,0.0013687894,-0.5,-0.5,1.0
1520000,1.9920324,5999.0,1196.6751083158983,-0.009877181,1.0,1.0,1.0
1530000,1.9951141,5999.0,1196.1758940271,-0.012963375,-1.0,-1.0,1.0
1540000,2.0265894,4178.0,1195.4302182410306,0.003710483,-0.6666666666666666,-0.6666666666666666,1.0
1550000,2.0243087,4667.0,1194.6963480620434,0.00040527992,-0.6666666666666666,-0.6666666666666666,1.0
1560000,2.0422695,5999.0,1194.2134057661005,0.014440438,0.0,0.0,1.0
1570000,2.0260243,5999.0,1194.2134057661005,-0.0069293054,1.0,1.0,1.0
1580000,2.0269308,None,None,-0.017998153,None,None,1.0
1590000,2.0234504,5999.0,1193.731116386533,-0.012853664,-0.3333333333333333,-0.3333333333333333,1.0
1600000,2.026519,4973.5,1193.2575482888471,-0.010453087,-0.2,-0.2,1.0
1610000,1.9831856,586.0,1193.268406596206,0.00075159816,0.0,0.0,1.0
1620000,1.9645257,None,None,-0.0017964877,None,None,1.0
1630000,1.9765443,3581.0,1192.7733090769657,-0.0075386553,-1.0,-1.0,1.0
1640000,1.9982976,3536.8,1193.0956696675373,0.033772685,0.2,0.2,1.0
1650000,2.0178697,5257.666666666667,1193.1620813867378,-0.013358455,0.0,0.0,1.0
1660000,2.0220003,5999.0,1192.8401339778893,-0.016769791,-0.5,-0.5,1.0
1670000,2.0294416,None,None,-0.021464854,None,None,1.0
1680000,2.0131764,None,None,-0.01764434,None,None,1.0
1690000,2.025756,5999.0,1192.854692002951,-0.0210835,0.0,0.0,1.0
1700000,2.0108638,4889.4,1192.579883135087,-0.018236874,-0.4,-0.4,1.0
1710000,2.0060322,5999.0,1192.3848617235735,-0.015565796,0.0,0.0,1.0
1720000,2.0072434,5999.0,1192.3932402773182,-0.022498164,0.0,0.0,1.0
1730000,2.018464,3909.5,1192.157546328209,-0.013058397,-0.3333333333333333,-0.3333333333333333,1.0
1740000,1.9994786,3196.0,1191.6864069497315,-0.0047495756,-0.3333333333333333,-0.3333333333333333,1.0
1750000,2.0073235,5999.0,1190.97041965286,-0.020055575,-0.5,-0.5,1.0
1760000,2.0164163,5978.0,1191.4954563517163,-0.028975692,0.5,0.5,1.0
1770000,2.002897,None,None,-0.026506836,0.0,0.0,1.0
1780000,2.0047565,5999.0,1191.5116231823527,-0.027176697,0.0,0.0,1.0
1790000,2.0050862,5999.0,1191.020512619391,-0.023440093,-1.0,-1.0,1.0
1800000,2.013658,5024.0,1190.7132030243176,0.052593373,0.0,0.0,1.0
1810000,2.0268776,1467.6666666666667,1191.3108179593876,0.0007820341,0.16666666666666666,0.16666666666666666,1.0
1820000,2.0228107,2181.0,1191.5876791160838,-0.011477036,None,None,1.0
1830000,2.0257912,1513.5,1191.7334142299615,-0.021187516,-0.25,-0.25,1.0
1840000,1.9873604,2937.3333333333335,1190.959160892534,0.0024660781,-0.25,-0.25,1.0
1850000,2.00368,5637.5,1191.136004816294,0.012407985,0.0,0.0,1.0
1860000,2.0262437,3920.5,1190.8914049287935,-0.0072222636,-0.2,-0.2,1.0
1870000,2.0408895,2556.5,1190.4213584560423,-0.034527175,0.0,0.0,1.0
1880000,2.0306594,2602.5,1190.946399041196,-0.036575012,0.0,0.0,1.0
1890000,2.0070133,4845.0,1191.2022028580475,0.041725896,1.0,1.0,1.0
1900000,2.0031407,5999.0,1191.2022028580475,0.044836722,0.0,0.0,1.0
1910000,2.0007834,5999.0,1191.2046441517466,0.08425127,0.0,0.0,1.0
1920000,1.9927423,5999.0,1191.211701752482,0.06982663,0.5,0.5,1.0
1930000,1.9981269,5999.0,1191.211701752482,-0.021153728,0.3333333333333333,0.3333333333333333,1.0
1940000,2.0191996,3505.4,1191.1223079918952,-0.026517391,-0.2,-0.2,1.0
1950000,2.0080965,1259.0,1190.2407815559843,-0.02444047,-1.0,-1.0,1.0
1960000,2.007355,5999.0,1190.744068673217,-0.012483368,0.5,0.5,1.0
1970000,2.0084028,5999.0,1191.0094431131943,-0.06940044,0.5,0.5,1.0
1980000,2.0097194,None,None,-0.09215531,None,None,1.0
1990000,2.007305,5999.0,1190.5231538023218,-0.116186,-1.0,-1.0,1.0
2000000,2.0143335,4688.5,1190.914510062285,-0.0060188733,0.25,0.25,1.0
2010000,2.012132,359.0,1190.453218967116,-0.046241414,-0.75,-0.75,1.0
2020000,1.9903152,1577.3333333333333,1189.5315505210863,-0.081656925,-0.3333333333333333,-0.3333333333333333,1.0
2030000,1.9438714,None,None,-0.025726393,None,None,1.0
2040000,1.9643373,3996.0,1188.885974571713,-0.055327095,-1.0,-1.0,1.0
2050000,1.9150939,4559.333333333333,1189.5740364959593,0.00075117126,0.6666666666666666,0.6666666666666666,1.0
2060000,1.93456,5757.0,1189.7680851393854,-0.07560133,-0.3333333333333333,-0.3333333333333333,1.0
2070000,1.9762446,3212.5,1190.0883230815411,-0.01674813,0.0,0.0,1.0
2080000,1.9884205,None,None,-0.040358555,None,None,1.0
2090000,1.9771938,5999.0,1190.4879978047986,-0.051312167,0.0,0.0,1.0
2100000,1.9609601,5999.0,1191.0040245687705,-0.08047723,None,None,1.0
2110000,1.959508,4835.0,1191.0185674773868,-0.07333964,-0.25,-0.25,1.0
2120000,1.9571834,5999.0,1190.2867937222304,-0.07877774,-0.6666666666666666,-0.6666666666666666,1.0
2130000,1.995378,3879.3333333333335,1189.567033627037,-0.066012554,-0.75,-0.75,1.0
2140000,1.9807589,2307.0,1189.5793282884017,-0.0056594587,1.0,1.0,1.0
2150000,1.9772656,None,None,-0.06408869,None,None,1.0
2160000,1.9873732,5230.666666666667,1189.0893525761542,-0.09134998,-0.3333333333333333,-0.3333333333333333,1.0
2170000,1.9910609,3035.0,1188.3532585137532,-0.076071285,-1.0,-1.0,1.0
2180000,1.9916635,5999.0,1187.6111115608314,-0.06409797,-0.5,-0.5,1.0
2190000,2.0016131,5999.0,1187.1385268074946,-0.047635965,-0.5,-0.5,1.0
2200000,2.0195076,3987.5,1186.661837844089,-0.026472034,0.0,0.0,1.0
2210000,2.0009604,474.4,1187.6900611477595,0.028354853,0.8,0.8,1.0
2220000,2.0277317,1593.5,1188.7118175143783,-0.01855013,0.0,0.0,1.0
2230000,2.0053592,1785.0,1189.2317322013105,-0.017025832,0.5,0.5,1.0
2240000,1.987509,2633.5,1189.2441885998323,0.010270555,0.5,0.5,1.0
2250000,1.9964004,4490.0,1189.765864748673,0.011375627,1.0,1.0,1.0
2260000,1.9912602,5999.0,1189.4391287901253,-0.0021790736,-0.5,-0.5,1.0
2270000,1.9870453,5005.5,1189.0363028564745,0.0024201833,0.5,0.5,1.0
2280000,2.0275474,4357.5,1188.0582106584238,-0.008420993,-1.0,-1.0,1.0
2290000,2.0214405,5693.0,1187.8147959759465,0.0011221359,-0.25,-0.25,1.0
2300000,1.9908824,3537.0,1188.0954129548145,0.004080437,0.0,0.0,1.0
2310000,1.9965037,3467.25,1188.1177095242938,0.028364152,0.0,0.0,1.0
2320000,2.0121315,3501.0,1188.1395168033619,0.010695263,0.0,0.0,1.0
2330000,2.0071557,5099.0,1187.3902539761523,0.016247958,-1.0,-1.0,1.0
2340000,2.0115511,5999.0,1187.8936289027954,0.025337685,1.0,1.0,1.0
2350000,2.0114071,None,None,0.002483507,None,None,1.0
2360000,2.014583,5999.0,1187.8961857964973,0.008931526,0.0,0.0,1.0
2370000,2.0147383,5994.25,1187.4026472753799,0.015818555,-0.3333333333333333,-0.3333333333333333,1.0
2380000,2.0227294,5999.0,1187.6642845683277,0.010470165,0.0,0.0,1.0
2390000,2.0257735,5999.0,1187.9190214459768,0.019359518,1.0,1.0,1.0
2400000,2.0326865,3464.3333333333335,1187.7619664696629,0.0071788654,0.0,0.0,1.0
2410000,2.0056634,364.5,1187.4588772239645,-0.026251407,-0.5,-0.5,1.0
2420000,2.005,1407.5,1187.4739007547153,-0.012264564,0.0,0.0,1.0
2430000,1.9683576,2969.0,1187.753864839753,-0.037266225,0.0,0.0,1.0
2440000,1.9783587,3360.5,1188.0314280494965,0.011640341,0.5,0.5,1.0
2450000,2.0149236,4337.5,1187.3027359910052,-0.019468058,-1.0,-1.0,1.0
2460000,2.0018554,5498.0,1187.0844353341704,-0.010907894,0.0,0.0,1.0
2470000,1.9879777,5999.0,1187.0948967341526,-0.018288452,0.0,0.0,1.0
2480000,1.9772549,5040.333333333333,1186.1240697606968,-0.049056396,-1.0,-1.0,1.0
2490000,2.0026898,3097.0,1186.428687102854,0.0013314944,0.75,0.75,1.0
2500000,2.0137954,5999.0,1187.204746168977,0.010225043,0.0,0.0,1.0
2510000,2.0070293,5999.0,1187.2211589172814,-0.00749557,0.0,0.0,1.0
2520000,2.0109296,2346.0,1187.7214022646133,-0.0080577135,1.0,1.0,1.0
2530000,1.9993284,5999.0,1187.218724013859,-0.017898263,-0.2,-0.2,1.0
2540000,2.0064776,5999.0,1187.225049395046,-0.030994415,None,None,1.0
2550000,2.0010467,5999.0,1187.247888284005,-0.021315897,0.0,0.0,1.0
2560000,1.9991257,1113.0,1187.247888284005,-0.023822803,1.0,1.0,1.0
2570000,1.9867059,5479.333333333333,1187.421789685737,-0.022625972,0.0,0.0,1.0
2580000,1.9758309,5999.0,1187.2553654092467,-0.024493303,-1.0,-1.0,1.0
2590000,1.9732924,5999.0,1187.2760402857084,0.017207408,0.0,0.0,1.0
2600000,1.9844708,4565.666666666667,1186.9718636233479,0.019690251,-0.3333333333333333,-0.3333333333333333,1.0
2610000,1.9606239,853.0,1187.0796511849906,0.092444584,0.5,0.5,1.0
2620000,1.9888961,1789.0,1188.170453151896,0.06251923,0.6666666666666666,0.6666666666666666,1.0
2630000,1.9940953,970.0,1188.8504665852079,-0.0027739182,0.5,0.5,1.0
2640000,2.0190132,4446.0,1188.3535669258154,-0.013124198,-0.5,-0.5,1.0
2650000,2.013053,None,None,-0.0009001186,None,None,1.0
2660000,2.0036986,5628.5,1188.359929954645,-0.007909065,0.0,0.0,1.0
2670000,1.9991692,5999.0,1188.3636079661833,-0.005931886,0.0,0.0,1.0
2680000,1.9935211,5404.5,1188.3699073910134,-0.0033276028,0.0,0.0,1.0
2690000,1.9820393,5680.5,1188.1202534299239,0.027095133,-1.0,-1.0,1.0
2700000,1.9711833,None,None,0.022149907,-1.0,-1.0,1.0
2710000,1.9639493,None,None,0.031063195,None,None,1.0
2720000,1.962349,5999.0,1188.3779465272037,0.038278125,0.25,0.25,1.0
2730000,1.9888868,5999.0,1188.8906916833378,0.02181076,0.3333333333333333,0.3333333333333333,1.0
2740000,1.9885926,5999.0,1188.890214825075,-0.0036661737,0.0,0.0,1.0
2750000,2.0110664,5999.0,1188.3932222792873,-0.0036018542,-1.0,-1.0,1.0
2760000,2.0081034,None,None,-0.0001306023,None,None,1.0
2770000,2.0027254,5999.0,1188.391781019637,0.002668643,0.0,0.0,1.0
2780000,2.005761,5999.0,1188.3991311685868,0.0032881163,0.0,0.0,1.0
2790000,1.999228,4680.0,1188.0779878368128,0.006433084,-0.3333333333333333,-0.3333333333333333,1.0
2800000,1.9720875,5999.0,1187.9169732438952,0.032360118,0.0,0.0,1.0
2810000,1.9845068,764.0,1188.4188592733497,0.040581774,1.0,1.0,1.0
2820000,2.0025172,1363.0,1188.4256480332347,-0.013544294,0.0,0.0,1.0
2830000,2.005262,2776.0,1188.066421965086,-0.018246142,-0.25,-0.25,1.0
2840000,1.9938968,3819.5,1187.4531160304537,-0.049901865,-0.5,-0.5,1.0
2850000,2.0014057,3508.5,1187.454150661502,-0.035024937,-0.5,-0.5,1.0
2860000,1.9927517,3613.0,1187.454150661502,-0.0112959575,-1.0,-1.0,1.0
2870000,1.9920489,4231.0,1186.8040860789508,-0.004268241,-0.6666666666666666,-0.6666666666666666,1.0
2880000,1.9900259,4820.0,1185.9901317767371,0.04784029,None,None,1.0
2890000,1.9920559,5825.5,1185.4998631586666,0.014639184,-0.6666666666666666,-0.6666666666666666,1.0
2900000,1.9950913,5999.0,1185.7571167935907,0.028198412,0.5,0.5,1.0
2910000,2.0190356,5999.0,1186.0114533438825,0.013532897,0.0,0.0,1.0
2920000,2.023219,None,None,0.014178559,None,None,1.0
2930000,1.9933574,5999.0,1186.0171781294425,0.0077441456,0.0,0.0,1.0
2940000,1.9990948,5999.0,1186.8666233268796,0.027985167,0.6666666666666666,0.6666666666666666,1.0
2950000,2.0003088,5620.0,1186.5443825095822,0.019143801,-1.0,-1.0,1.0
2960000,1.9962162,5999.0,1186.5477296569,0.003243457,0.0,0.0,1.0
2970000,1.9877366,5999.0,1186.5490281363996,0.019900028,0.0,0.0,1.0
2980000,1.9999636,4168.5,1186.5589863576236,0.016541593,0.0,0.0,1.0
2990000,2.0181708,5999.0,1186.3127475345107,0.004774832,0.0,0.0,1.0
3000000,2.0283008,5999.0,1186.566420508244,0.0018261501,0.0,0.0,1.0
3010000,2.0325422,1497.2,1186.3705788000857,-0.016499242,-0.4,-0.4,1.0
3020000,2.015528,None,None,0.018178662,None,None,1.0
3030000,2.0310342,3075.0,1185.249410755255,-0.013716344,-0.3333333333333333,-0.3333333333333333,1.0
3040000,2.0318341,3751.0,1185.347596401,0.013718347,0.5,0.5,1.0
3050000,2.025442,None,None,-0.03263348,None,None,1.0
3060000,2.0131276,5962.0,1185.605347967541,-0.036753543,0.0,0.0,1.0
3070000,2.0255942,5999.0,1185.6107245891128,-0.035752963,0.0,0.0,1.0
3080000,2.017815,5593.0,1185.6298173746327,-0.06378437,0.0,0.0,1.0
3090000,1.9970341,5999.0,1185.3874737856922,-0.062176503,-0.5,-0.5,1.0
3100000,2.025056,5999.0,1185.1405253017995,-0.025302634,0.0,0.0,1.0
3110000,2.0369751,5999.0,1184.6550266731092,-0.02310875,-0.3333333333333333,-0.3333333333333333,1.0
3120000,2.03462,1805.0,1185.1709887714424,-0.00024051887,None,None,1.0
3130000,2.0107102,5999.0,1185.1802517062897,-0.031235274,0.3333333333333333,0.3333333333333333,1.0
3140000,2.0039086,5999.0,1185.190483004476,-0.032877177,0.0,0.0,1.0
3150000,1.9965339,5999.0,1184.7002298475713,-0.03413009,-1.0,-1.0,1.0
3160000,2.0273829,None,None,-0.0086310115,None,None,1.0
3170000,2.0122483,5999.0,1184.7035614501385,-0.0068081855,0.0,0.0,1.0
3180000,2.0307157,5999.0,1184.8425890042254,-0.0042725103,0.0,0.0,1.0
3190000,2.0433211,5999.0,1184.74055220776,0.007095644,0.0,0.0,1.0
3200000,2.0440674,5999.0,1184.7556773775996,0.014659947,0.0,0.0,1.0
3210000,2.0347817,642.5,1184.2758379156428,0.012735221,-0.5,-0.5,1.0
3220000,2.0421154,881.0,1184.7868467082408,0.012217582,1.0,1.0,1.0
3230000,2.0215333,1935.3333333333333,1184.46760496857,0.027987717,0.0,0.0,1.0
3240000,2.0405498,3355.25,1184.322063143098,0.014041825,-0.25,-0.25,1.0
3250000,2.0426626,4731.0,1184.3335111768972,-0.019441122,0.0,0.0,1.0
3260000,2.0321572,None,None,-0.020186508,None,None,1.0
3270000,2.0327225,5999.0,1184.3387118407918,-0.012135011,0.0,0.0,1.0
3280000,2.0389304,5999.0,1184.3429421914923,-0.01744986,0.0,0.0,1.0
