Steps,Policy/Entropy,Environment/Episode Length,Self-play/ELO,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
3290000,2.0386882,5707.0,1184.2763765506816,-0.011507923,0.16666666666666666,0.16666666666666666,1.0
3300000,2.04826,5999.0,1184.8824621454105,0.0033528763,0.0,0.0,1.0
3310000,2.041429,2686.0,1184.3828335280778,0.032120466,-1.0,-1.0,1.0
3320000,2.012635,5999.0,1184.3940265118724,0.016152652,0.0,0.0,1.0
3330000,2.0099707,4800.0,1184.2379794394885,-0.017352644,0.0,0.0,1.0
3340000,2.0280955,5987.0,1184.164433821912,0.0028745502,-0.5,-0.5,1.0
3350000,2.0252907,4704.0,1183.589078116898,0.0041893655,-0.3333333333333333,-0.3333333333333333,1.0
3360000,2.0213811,5999.0,1183.4289996704183,0.019605402,0.0,0.0,1.0
3370000,2.0341415,5269.5,1183.9399939043142,0.022923803,0.5,0.5,1.0
3380000,2.047135,None,None,0.003302867,None,None,1.0
3390000,2.0370464,5999.0,1183.9476727527335,-0.0059720627,0.0,0.0,1.0
3400000,2.042308,5999.0,1183.957362225427,-0.0038904399,0.0,0.0,1.0
3410000,2.0295424,699.0,1184.4722041934124,0.014018389,0.5,0.5,1.0
3420000,2.0199144,1649.0,1184.4777487647345,0.010538496,0.0,0.0,1.0
3430000,2.0321867,1379.25,1184.353354682821,0.008608276,-0.25,-0.25,1.0
3440000,2.016238,4191.0,1183.9801724370798,0.010857372,0.0,0.0,1.0
3450000,2.0245802,4954.666666666667,1183.9815659954616,-0.02331197,-0.3333333333333333,-0.3333333333333333,1.0
3460000,2.0134356,5317.0,1183.9954736471607,-0.0018666734,0.0,0.0,1.0
3470000,2.0093963,5121.0,1183.5037183894406,-0.010923729,-0.5,-0.5,1.0
3480000,2.028659,5999.0,1183.0134966430396,-0.0030460234,-1.0,-1.0,1.0
3490000,2.0306237,5999.0,1183.0240692800799,0.012894092,None,None,1.0
3500000,2.0409982,5999.0,1183.0281560378248,0.020726506,0.0,0.0,1.0
3510000,2.0337338,5999.0,1183.0399583772855,0.020753201,0.0,0.0,1.0
3520000,2.0369053,None,None,0.011243477,None,None,1.0
3530000,2.0330205,5999.0,1183.0476568853987,0.009423739,0.0,0.0,1.0
3540000,2.0327551,5999.0,1183.0630669798645,0.011490544,0.0,0.0,1.0
3550000,2.0166311,5999.0,1183.072074819609,0.017257808,0.0,0.0,1.0
3560000,2.022078,4238.5,1183.3308262540554,0.028766884,0.5,0.5,1.0
3570000,2.0149858,3423.5,1184.0874979080659,0.009225093,0.5,0.5,1.0
3580000,2.0119781,4962.666666666667,1184.4350870758228,0.012023573,0.3333333333333333,0.3333333333333333,1.0
3590000,2.0371857,None,None,0.003939866,None,None,1.0
3600000,2.005186,5999.0,1184.6186844449649,0.0026150397,0.0,0.0,1.0
3610000,2.0406346,3664.3333333333335,1184.1282133443385,-0.02454329,-0.3333333333333333,-0.3333333333333333,1.0
3620000,2.0253084,1173.3333333333333,1184.6249579367602,0.0022069272,0.3333333333333333,0.3333333333333333,1.0
3630000,2.0218897,2660.5,1184.6269423992042,0.0051530125,0.0,0.0,1.0
3640000,1.9953938,1287.0,1185.1277185789827,-0.0018623237,1.0,1.0,1.0
3650000,1.995962,4995.0,1185.133512582298,-0.0024588853,0.0,0.0,1.0
3660000,2.0014827,5668.0,1185.1346113864909,-0.010196371,0.0,0.0,1.0
3670000,1.9948833,5999.0,1184.883637698656,-0.010344635,0.0,0.0,1.0
3680000,2.0345528,5403.333333333333,1184.9689542466742,0.009180892,0.0,0.0,1.0
3690000,2.0264795,None,None,0.0021133933,0.0,0.0,1.0
3700000,2.026149,5999.0,1185.1397859116898,0.011250738,0.0,0.0,1.0
3710000,2.0171578,5999.0,1185.140664055836,0.018926155,0.0,0.0,1.0
3720000,2.0115936,4630.0,1185.1431591625194,0.023728643,0.3333333333333333,0.3333333333333333,1.0
3730000,2.0099244,5999.0,1185.4024214570632,0.035414573,0.5,0.5,1.0
3740000,2.0000544,4103.0,1186.1494721170416,0.0049294997,0.5,0.5,1.0
3750000,2.01839,None,None,-0.010626072,None,None,1.0
3760000,2.0197978,5999.0,1186.1467962580975,-0.0103706345,0.0,0.0,1.0
3770000,2.0077605,5999.0,1186.146407676367,-0.008544834,0.0,0.0,1.0
3780000,2.0223541,5873.0,1186.6483752169374,-0.012676196,1.0,1.0,1.0
3790000,2.0210304,5999.0,1186.6374592171492,-0.008544533,0.0,0.0,1.0
3800000,1.999088,None,None,-0.007803481,None,None,1.0
3810000,1.9938419,2119.25,1187.1284796086934,0.010276713,0.25,0.25,1.0
3820000,1.9948822,1653.0,1187.1216945371395,0.008428597,0.0,0.0,1.0
3830000,1.9675128,1564.0,1186.9960966042395,0.012484096,-0.25,-0.25,1.0
3840000,1.9772707,2176.25,1187.1163141615932,0.07374438,0.25,0.25,1.0
3850000,2.0052974,5368.0,1187.1086836809013,-0.012969589,0.0,0.0,1.0
3860000,2.0133946,5826.0,1187.1024842762558,-0.02149147,0.0,0.0,1.0
3870000,1.9883844,3231.5,1187.3485038678873,-0.013267777,0.0,0.0,1.0
3880000,2.0045347,1946.0,1187.3471453347938,-0.007135399,1.0,1.0,1.0
3890000,1.9988935,5999.0,1187.593618973452,-0.01956683,0.0,0.0,1.0
3900000,1.9862394,5999.0,1187.585444230231,-0.029435132,None,None,1.0
3910000,1.9701186,5999.0,1187.5833627762927,-0.042575262,0.0,0.0,1.0
3920000,1.9972446,2650.0,1188.5722892917906,-0.0056846426,1.0,1.0,1.0
3930000,1.9887226,2509.0,1188.3866732225351,-0.019587567,-0.6666666666666666,-0.6666666666666666,1.0
3940000,1.9900001,5263.666666666667,1187.540854105266,-0.0076335673,-0.6666666666666666,-0.6666666666666666,1.0
3950000,1.9736416,2169.0,1186.5379781718013,0.051692158,-1.0,-1.0,1.0
3960000,1.9465958,3100.3333333333335,1187.3685180709638,0.0551409,1.0,1.0,1.0
3970000,1.9416395,5552.0,1187.2793164366753,0.054819226,0.0,0.0,1.0
3980000,1.935666,4811.666666666667,1188.0280544086254,0.070226386,0.5,0.5,1.0
3990000,1.9671546,3528.0,1189.022396436026,0.013248628,0.6666666666666666,0.6666666666666666,1.0
4000000,1.9923418,3509.6666666666665,1189.0043406984607,-0.041238353,-0.3333333333333333,-0.3333333333333333,1.0
4010000,1.992579,3565.5,1187.9870884215275,0.00093237514,-0.25,-0.25,1.0
4020000,1.9755642,None,None,-0.016677111,None,None,1.0
4030000,1.9855429,None,None,-0.00051350816,None,None,1.0
4040000,1.9774024,2937.0,1187.4762760208132,-0.018511973,-0.5,-0.5,1.0
4050000,1.9822116,3199.6666666666665,1188.1257399565259,-0.019559046,0.16666666666666666,0.16666666666666666,1.0
4060000,2.0172412,4799.5,1188.1949204049336,-0.030714106,0.3333333333333333,0.3333333333333333,1.0
4070000,2.0133784,None,None,-0.037759405,0.0,0.0,1.0
4080000,2.0227144,None,None,-0.040488884,None,None,1.0
4090000,2.0185266,4644.5,1188.4414393199565,-0.046405386,-1.0,-1.0,1.0
4100000,2.0358095,5999.0,1188.4325242651623,-0.028758606,0.0,0.0,1.0
4110000,2.0315084,5999.0,1188.4269719407364,-0.022238199,0.0,0.0,1.0
4120000,2.007567,5999.0,1188.4163306086168,-0.026542764,0.0,0.0,1.0
4130000,2.0187197,None,None,-0.02859943,None,None,1.0
4140000,2.01277,None,None,-0.027307127,None,None,1.0
4150000,1.9965596,5999.0,1188.4161123935078,-0.02125813,0.0,0.0,1.0
4160000,1.9955646,5999.0,1187.9111692898987,0.020788666,-0.3333333333333333,-0.3333333333333333,1.0
4170000,1.9971788,5999.0,1187.9078967438982,0.021480361,0.0,0.0,1.0
4180000,1.9918736,None,None,0.01988458,None,None,1.0
4190000,1.998797,5999.0,1187.9039189074367,0.047783628,0.0,0.0,1.0
4200000,2.0054533,5999.0,1188.0652037728014,0.017090984,0.3333333333333333,0.3333333333333333,1.0
4210000,1.9950619,3269.75,1188.3807589238852,-0.009569087,0.0,0.0,1.0
4220000,1.9825377,1422.0,1187.8750517216852,0.015694173,-1.0,-1.0,1.0
4230000,2.0107565,1018.0,1187.3703386867292,0.016874917,-1.0,-1.0,1.0
4240000,1.9987855,2060.5,1187.3624229555026,0.003356991,0.0,0.0,1.0
4250000,2.0244853,4383.5,1187.7265433032667,-0.0059759407,0.25,0.25,1.0
4260000,2.0134795,5501.5,1187.8459938738363,-0.024730267,-0.5,-0.5,1.0
4270000,2.0034597,4563.5,1187.593932151226,-0.028245823,-0.5,-0.5,1.0
4280000,2.0223649,4190.5,1187.3412185242594,-0.0287938,-0.5,-0.5,1.0
4290000,2.0096426,None,None,-0.019386854,None,None,1.0
4300000,2.0296023,5999.0,1187.3340925332618,-0.020949159,0.0,0.0,1.0
4310000,2.0333798,5617.0,1187.8312891925004,-0.044367738,0.3333333333333333,0.3333333333333333,1.0
4320000,2.033798,4289.333333333333,1188.320749665367,-0.028129688,0.3333333333333333,0.3333333333333333,1.0
4330000,2.0208259,5999.0,1187.813620375371,-0.04624306,-1.0,-1.0,1.0
4340000,2.0296502,5999.0,1187.8132664379107,-0.006268968,0.0,0.0,1.0
4350000,2.0279107,5999.0,1187.8116431067272,-0.0030351635,0.0,0.0,1.0
4360000,2.0414531,5999.0,1188.3068765432195,0.010177851,1.0,1.0,1.0
4370000,2.0180287,4749.666666666667,1187.9718439642722,0.01331587,0.0,0.0,1.0
4380000,2.0236568,5999.0,1188.3060600192216,0.0073384955,0.0,0.0,1.0
4390000,2.0244765,3961.0,1188.0564945923488,0.0035287417,-0.5,-0.5,1.0
4400000,2.0148787,3187.6666666666665,1188.7922658007903,0.032818165,1.0,1.0,1.0
4410000,2.0177634,1824.75,1189.6577132694583,0.078697115,0.5,0.5,1.0
4420000,2.022601,1349.75,1190.7523662284116,0.013072603,0.25,0.25,1.0
4430000,2.0217254,1408.0,1190.7299333349088,0.012302414,0.0,0.0,1.0
4440000,2.0160894,None,None,0.012460047,None,None,1.0
4450000,2.0148754,None,None,0.011507415,None,None,1.0
4460000,2.0132117,5746.0,1190.7179027307966,0.011325741,0.0,0.0,1.0
4470000,2.0034957,5045.714285714285,1191.1208770058454,0.016014013,0.14285714285714285,0.14285714285714285,1.0
4480000,2.0156667,1092.0,1190.6737200547518,0.009134457,-1.0,-1.0,1.0
4490000,2.0082517,5088.0,1190.6685906727018,0.042005382,0.0,0.0,1.0
4500000,2.0020733,None,None,0.041882314,None,None,1.0
4510000,2.0063004,5999.0,1190.6685906727018,0.04164449,0.0,0.0,1.0
4520000,2.0021286,5999.0,1190.6545704733442,0.041241348,0.0,0.0,1.0
4530000,1.9848584,5999.0,1190.6410225735706,0.078426704,0.25,0.25,1.0
4540000,2.009269,5999.0,1190.6270196515077,0.03424054,0.0,0.0,1.0
4550000,2.0001094,None,None,0.028838327,None,None,1.0
4560000,1.9895469,5999.0,1190.623134721995,0.02835547,0.0,0.0,1.0
4570000,1.980783,5308.0,1191.1168205434176,0.02468517,0.3333333333333333,0.3333333333333333,1.0
4580000,1.9909993,5999.0,1191.1009096478151,0.022691589,0.0,0.0,1.0
4590000,2.010966,None,None,0.01896313,None,None,1.0
4600000,2.0072453,5999.0,1191.0848534108018,0.019449621,0.0,0.0,1.0
4610000,1.969827,5999.0,1191.0790107649284,0.014132942,0.0,0.0,1.0
4620000,1.9680885,1461.6,1191.053970611803,0.063143715,0.0,0.0,1.0
4630000,1.9904343,2273.5,1191.0220411019686,0.09278991,0.0,0.0,1.0
4640000,1.9472126,None,None,0.01743579,None,None,1.0
4650000,1.9689331,1972.5,1191.254968136769,0.044216227,0.0,0.0,1.0
4660000,1.9855055,5989.0,1191.4962204913045,0.061546583,1.0,1.0,1.0
4670000,1.9825828,5758.0,1191.4962204913045,0.017471664,0.0,0.0,1.0
4680000,1.9788293,5681.25,1191.3568565422422,0.008599267,-0.25,-0.25,1.0
4690000,1.9709326,2436.3333333333335,1190.7907100868833,0.022091215,0.0,0.0,1.0
4700000,1.9370954,5999.0,1190.9472446466943,0.04131265,0.0,0.0,1.0
4710000,1.9589671,3732.0,1190.943444248609,0.02883449,0.5,0.5,1.0
4720000,1.978971,5999.0,1190.9264824713136,0.034055345,0.0,0.0,1.0
4730000,1.9903679,5010.333333333333,1191.4052173479242,0.049840834,0.5,0.5,1.0
4740000,1.9773066,2461.0,1191.3897146471384,-0.0065362575,-0.6666666666666666,-0.6666666666666666,1.0
4750000,1.9790205,4350.0,1191.0391402918792,0.034574255,0.3333333333333333,0.3333333333333333,1.0
4760000,1.9748996,3199.0,1190.8660474292947,-0.0021325136,-0.5,-0.5,1.0
4770000,1.9971313,1425.0,1190.360382144948,-0.0045590056,-1.0,-1.0,1.0
4780000,1.9790114,5999.0,1190.1861530950182,-0.021947658,0.0,0.0,1.0
4790000,1.9861573,3759.3333333333335,1189.4929959040148,-0.041498054,-0.5,-0.5,1.0
4800000,1.9903902,5999.0,1189.3113555691327,-0.004523266,0.0,0.0,1.0
4810000,1.9915141,2359.6,1189.9944791971707,-0.022462666,0.4,0.4,1.0
4820000,1.9779572,362.0,1191.0249334010437,0.04032522,1.0,1.0,1.0
4830000,1.9851271,2463.25,1191.7554529119939,0.08151607,0.5,0.5,1.0
4840000,1.9986594,2237.5,1192.247274850627,0.03398335,-0.5,-0.5,1.0
4850000,2.0075583,None,None,-0.0035047731,None,None,1.0
4860000,1.9955022,4325.0,1192.4882252287712,-0.0014652009,0.5,0.5,1.0
4870000,1.9458115,5838.5,1192.723054438829,0.005975379,0.0,0.0,1.0
4880000,1.9527816,5999.0,1192.713224925501,-0.035661537,0.0,0.0,1.0
4890000,1.9696519,4696.666666666667,1192.374420803216,-0.01238935,-0.3333333333333333,-0.3333333333333333,1.0
4900000,1.9978741,5999.0,1192.189066319107,-0.022697922,0.0,0.0,1.0
4910000,1.9773294,5999.0,1192.1875345412197,-0.017319709,0.0,0.0,1.0
4920000,1.9630337,4049.0,1191.5071410632509,0.009446985,-0.6666666666666666,-0.6666666666666666,1.0
4930000,1.9779192,5999.0,1191.4112442987096,0.05576731,0.5,0.5,1.0
4940000,2.0041618,5999.0,1191.797698466574,0.019355325,0.3333333333333333,0.3333333333333333,1.0
4950000,2.0160182,3642.0,1192.118068267682,0.015740577,-1.0,-1.0,1.0
4960000,2.0210161,4048.5,1192.6024580961534,0.021631552,0.5,0.5,1.0
4970000,2.001137,4241.0,1192.0923820783728,0.012306274,-0.5,-0.5,1.0
4980000,1.977532,920.0,1192.0900931607068,0.00016606254,0.5,0.5,1.0
4990000,1.9812268,3850.2,1191.9834087322108,0.0021719292,0.0,0.0,1.0
5000000,1.9563377,4250.333333333333,1192.4013735609412,-0.00072791165,0.3333333333333333,0.3333333333333333,1.0
5010000,1.9758909,3120.0,1192.9312400990227,0.020549867,0.25,0.25,1.0
5020000,1.9810113,1773.0,1193.0417049387809,-0.02665646,0.0,0.0,1.0
5030000,1.9862405,2996.0,1193.0357709507855,-0.011279113,None,None,1.0
5040000,1.9490806,3741.5,1193.029898877109,-0.06717007,0.0,0.0,1.0
5050000,1.982693,3664.0,1192.3468330694861,-0.019633157,-0.3333333333333333,-0.3333333333333333,1.0
5060000,1.9901403,5878.0,1192.5068781291966,-0.009398891,0.0,0.0,1.0
5070000,1.9731631,2777.6666666666665,1193.1600031326855,-0.011496169,0.6666666666666666,0.6666666666666666,1.0
5080000,1.993078,3333.6666666666665,1193.6373267587642,-0.0019689538,0.0,0.0,1.0
5090000,2.0031404,3520.75,1193.4645390692583,-0.031674683,-0.5,-0.5,1.0
5100000,1.9897213,4481.75,1193.1898485996703,-0.039869197,-0.25,-0.25,1.0
5110000,2.0072045,2394.0,1192.1719614222288,-0.029089153,-1.0,-1.0,1.0
5120000,2.0107682,None,None,-0.019104581,None,None,1.0
5130000,1.9976593,5999.0,1191.9131620540802,-0.01875229,0.0,0.0,1.0
5140000,1.9766709,4771.0,1191.4059547832296,-0.0141315395,-0.3333333333333333,-0.3333333333333333,1.0
5150000,1.9877045,5501.0,1190.8991374430705,-0.002587775,-0.5,-0.5,1.0
5160000,1.9733814,3654.5,1190.8991374430705,0.014510989,0.5,0.5,1.0
5170000,1.9987044,5999.0,1191.3991374430705,0.011221968,1.0,1.0,1.0
5180000,1.9876944,5999.0,1191.397370785745,-0.004621579,0.0,0.0,1.0
5190000,1.9889164,4309.0,1192.2246692543795,0.005181303,0.6666666666666666,0.6666666666666666,1.0
5200000,1.9897575,5999.0,1192.3845456341217,0.0030592196,0.0,0.0,1.0
5210000,1.9953812,4026.0,1192.2098630605863,0.011790144,0.0,0.0,1.0
5220000,1.9906626,1165.0,1191.8662940810661,0.020029515,-1.0,-1.0,1.0
5230000,1.9884754,2006.6666666666667,1192.190271211238,0.015907763,0.0,0.0,1.0
5240000,1.9919907,2949.75,1191.7274945484576,0.04129134,0.0,0.0,1.0
5250000,1.9815648,3093.6666666666665,1192.1789830101582,0.018754913,0.3333333333333333,0.3333333333333333,1.0
5260000,2.0087528,1633.5,1192.8417239768767,0.016308442,1.0,1.0,1.0
5270000,2.002832,1603.5,1193.7112029935734,0.041993905,1.0,1.0,1.0
5280000,2.0246656,4537.0,1194.4821303250715,0.04117321,0.3333333333333333,0.3333333333333333,1.0
5290000,2.0211895,5999.0,1194.792707256715,0.03381778,0.0,0.0,1.0
5300000,2.0268295,4710.333333333333,1195.1089445281227,0.010599537,0.3333333333333333,0.3333333333333333,1.0
5310000,2.0316005,2082.6666666666665,1195.9195124149687,0.06450737,0.5,0.5,1.0
5320000,2.033465,None,None,0.029879019,None,None,1.0
5330000,2.0327911,2390.6666666666665,1196.2334068640791,0.047643483,0.3333333333333333,0.3333333333333333,1.0
5340000,2.0286646,3753.3333333333335,1197.4468354004648,0.042387202,0.16666666666666666,0.16666666666666666,1.0
5350000,2.022738,5976.666666666667,1197.6498847104083,0.04291778,0.3333333333333333,0.3333333333333333,1.0
5360000,2.030359,2195.0,1197.8693177052394,0.057342976,0.0,0.0,1.0
5370000,2.0259862,894.5,1197.3495492716188,0.05276173,0.0,0.0,1.0
5380000,2.0169888,1326.0,1198.0837432339015,0.1477602,1.0,1.0,1.0
5390000,2.017833,3416.4285714285716,1198.45995587132,0.08115245,0.2857142857142857,0.2857142857142857,1.0
5400000,2.0155878,3119.5,1199.4800978163926,0.07755522,0.625,0.625,1.0
5410000,2.0089269,675.6666666666666,1200.596289219923,-0.03993562,0.3333333333333333,0.3333333333333333,1.0
5420000,1.9733926,1051.0,1200.4124555932767,0.050888736,1.0,1.0,1.0
5430000,2.013984,1907.5,1199.64185999491,0.018057255,-1.0,-1.0,1.0
5440000,2.0214555,2430.0,1198.5401237303745,0.04308619,-0.4,-0.4,1.0
5450000,2.0305045,4544.333333333333,1198.3136308468543,-0.019700624,-0.3333333333333333,-0.3333333333333333,1.0
5460000,1.9994037,2584.0,1198.802472144063,-0.004883494,1.0,1.0,1.0
5470000,1.9884465,None,None,-0.0042994125,None,None,1.0
5480000,1.9886628,None,None,0.040001,None,None,1.0
5490000,2.0122683,5469.8,1197.672209863827,-0.03170884,-0.4,-0.4,1.0
5500000,2.0042133,3239.0,1198.226104373757,-0.006588417,0.5,0.5,1.0
5510000,2.0083225,5999.0,1197.698803262604,-0.024722893,-0.3333333333333333,-0.3333333333333333,1.0
5520000,2.0222423,5999.0,1197.1720574372591,-0.009877267,-1.0,-1.0,1.0
5530000,2.0236247,4012.0,1197.6595800569762,0.029127212,1.0,1.0,1.0
5540000,2.01633,3961.0,1198.1515796695935,0.034498323,0.5,0.5,1.0
5550000,2.0214217,3805.0,1198.4964418247516,0.035408232,0.3333333333333333,0.3333333333333333,1.0
5560000,2.0181282,4526.75,1198.6144145385526,0.026184326,0.2,0.2,1.0
5570000,1.9830793,4279.5,1198.6084230736556,0.0821377,0.5,0.5,1.0
5580000,2.0020359,5999.0,1198.590431264828,0.10531886,0.0,0.0,1.0
5590000,1.9944345,4348.0,1199.0904485347112,0.09401636,1.0,1.0,1.0
5600000,2.0085614,4219.666666666667,1199.4235055805477,0.04624356,0.3333333333333333,0.3333333333333333,1.0
5610000,2.0067549,2469.8333333333335,1199.9756190336118,0.042955782,0.2,0.2,1.0
5620000,2.005249,981.3333333333334,1200.6681242116413,0.023019815,0.25,0.25,1.0
5630000,2.01065,1825.0,1200.7927350277057,-0.016422562,-0.3333333333333333,-0.3333333333333333,1.0
5640000,2.0380979,None,None,0.0045823534,None,None,1.0
5650000,2.0416791,3293.0,1199.764185646608,0.019257072,-0.5,-0.5,1.0
5660000,2.0283647,3628.5,1199.15241565355,-0.00096070283,-0.6666666666666666,-0.6666666666666666,1.0
5670000,2.0152247,4297.333333333333,1199.5445605008515,0.026527628,0.5,0.5,1.0
5680000,2.0134344,3080.75,1199.7110625508762,0.024243506,0.2222222222222222,0.2222222222222222,1.0
5690000,2.0063748,1323.4,1199.988287029214,0.058177542,-0.5,-0.5,1.0
5700000,2.0185993,2469.6666666666665,1200.0994735769173,0.026710792,0.0,0.0,1.0
5710000,2.0104299,2126.0,1200.2480115266146,0.08021061,0.5,0.5,1.0
5720000,1.9817085,2724.3333333333335,1201.4034591506336,0.094489954,1.0,1.0,1.0
5730000,1.9964908,3630.0,1202.470713024676,0.05363479,1.0,1.0,1.0
5740000,1.9983761,5999.0,1203.1980508878362,0.051645596,1.0,1.0,1.0
5750000,1.9693955,3196.5,1204.2696089410772,0.052852415,0.75,0.75,1.0
5760000,1.9440743,4143.0,1204.0926743886298,0.0067730737,-1.0,-1.0,1.0
5770000,2.0054855,4567.666666666667,1204.4086353797768,-3.9903818e-05,0.6666666666666666,0.6666666666666666,1.0
5780000,2.0020943,3306.25,1205.1407609195292,0.029050166,0.5,0.5,1.0
5790000,2.0213654,5999.0,1205.4864046801097,-0.007880593,0.0,0.0,1.0
5800000,1.9985052,3496.0,1204.7772431467017,0.025600791,-0.3333333333333333,-0.3333333333333333,1.0
5810000,2.0178626,1990.5,1205.2607860511637,0.023829611,0.0,0.0,1.0
5820000,2.0353103,1302.0,1205.2054374543095,0.014111641,0.0,0.0,1.0
5830000,2.0230525,1203.75,1204.5357122212517,0.01043155,-0.25,-0.25,1.0
5840000,2.0411935,2997.0,1204.7574408536857,0.03234835,0.0,0.0,1.0
5850000,2.032754,None,None,0.032703362,None,None,1.0
5860000,2.0274618,5326.0,1204.7575234110075,0.030154524,0.0,0.0,1.0
5870000,2.0235002,5999.0,1204.7465156936173,0.088569485,0.0,0.0,1.0
5880000,2.00911,5999.0,1204.200827685442,0.05303657,-0.3333333333333333,-0.3333333333333333,1.0
5890000,2.011529,None,None,0.05591408,0.0,0.0,1.0
5900000,2.0256913,None,None,0.05357793,None,None,1.0
5910000,2.0194118,5943.666666666667,1204.3352211684562,0.051991902,0.3333333333333333,0.3333333333333333,1.0
5920000,2.0305977,5999.0,1204.629833987496,0.016948542,0.0,0.0,1.0
5930000,2.0406961,5999.0,1204.5923527323916,0.016889736,0.0,0.0,1.0
5940000,2.010419,5999.0,1204.543413037472,-0.0040865727,0.0,0.0,1.0
5950000,2.0220912,None,None,0.008850213,None,None,1.0
5960000,2.0317197,5999.0,1204.5231233816216,0.020039935,0.0,0.0,1.0
5970000,2.0464194,5999.0,1205.0183758510143,0.021089401,1.0,1.0,1.0
5980000,2.0414586,5999.0,1205.011274720918,0.008545436,0.0,0.0,1.0
5990000,2.0398307,5999.0,1205.0048310797974,0.008163824,0.0,0.0,1.0
6000000,2.0188544,5999.0,1204.9789420077416,0.009223976,0.0,0.0,1.0
6010000,2.0249302,5999.0,1204.9560152686392,0.008822609,None,None,1.0
6020000,2.0324848,704.25,1205.0678953432337,0.018156528,0.2,0.2,1.0
6030000,2.0207736,1922.4,1204.9105376143432,-0.010471864,-0.25,-0.25,1.0
6040000,1.9927876,1838.0,1204.1031871321236,-0.067419864,-0.5,-0.5,1.0
6050000,2.028035,643.0,1203.3384671069796,0.024518562,0.0,0.0,1.0
6060000,2.023501,5996.0,1203.3305370348307,-0.07248075,0.0,0.0,1.0
6070000,2.040096,4876.0,1203.083972954099,-0.050579257,-0.5,-0.5,1.0
6080000,2.0286772,5533.0,1203.3371444649356,-0.055523787,1.0,1.0,1.0
6090000,2.0232794,5999.0,1203.0762956718886,0.01128021,-0.3333333333333333,-0.3333333333333333,1.0
6100000,2.0422034,3835.5,1202.8201568632805,0.040986903,-0.5,-0.5,1.0
