Steps,Policy/Entropy,Environment/Episode Length,Self-play/ELO,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1220000,5.4204397,1879.6,1195.8758294548284,-0.010162669,0.0,0.0,1.0
1230000,5.4363375,1533.142857142857,1195.1586709230196,-0.021608172,-0.14285714285714285,-0.14285714285714285,1.0
1240000,5.407791,1294.875,1194.9945669949839,-0.02615702,-0.25,-0.25,1.0
1250000,5.3805685,1476.857142857143,1194.7766468448733,-0.019399138,0.16666666666666666,0.16666666666666666,1.0
1260000,5.428268,977.5,1196.2881168091376,-0.024789283,0.1111111111111111,0.1111111111111111,1.0
1270000,5.414,1878.0,1196.5845909836005,-0.013756092,0.0,0.0,1.0
1280000,5.4038706,1353.375,1197.1004550175353,-0.018641945,0.14285714285714285,0.14285714285714285,1.0
1290000,5.4122553,1122.125,1197.5498289010043,-0.018231109,0.1111111111111111,0.1111111111111111,1.0
1300000,5.4017177,1051.888888888889,1197.883703879167,-0.020935018,0.1111111111111111,0.1111111111111111,1.0
1310000,5.426057,1189.7777777777778,1198.0987535478625,-0.020746656,0.1111111111111111,0.1111111111111111,1.0
1320000,5.384142,1466.3333333333333,1197.502552274047,-0.018394427,-0.5,-0.5,1.0
1330000,5.398618,944.4166666666666,1197.4340971680588,-0.020109702,-0.16666666666666666,-0.16666666666666666,1.0
1340000,5.408827,1052.2222222222222,1195.7533392270796,-0.022522904,-0.2222222222222222,-0.2222222222222222,1.0
1350000,5.3932157,1429.625,1195.4430050898595,-0.020212725,0.0,0.0,1.0
1360000,5.405805,1617.0,1197.0647982867922,-0.019179048,0.8333333333333334,0.8333333333333334,1.0
1370000,5.421202,2301.8,1198.1751311071798,-0.018746959,0.25,0.25,1.0
1380000,5.4026175,1947.8,1198.4962236708902,-0.010253174,0.0,0.0,1.0
1390000,5.411407,2177.5,1198.57195728551,-0.0050951024,0.0,0.0,1.0
1400000,5.4128914,1413.0,1197.7495801892867,-0.008226327,-0.25,-0.25,1.0
1410000,5.4029913,1069.4,1196.1651693054157,-0.01035534,-0.3333333333333333,-0.3333333333333333,1.0
1420000,5.402862,957.5,1195.086584664324,0.0029225873,-0.2,-0.2,1.0
1430000,5.3745184,1044.9,1194.437325229932,0.0026909432,-0.7,-0.7,1.0
1440000,5.390099,1714.2,1195.330744755632,-0.01215908,0.6666666666666666,0.6666666666666666,1.0
1450000,5.403258,1080.4,1196.300775481924,-0.007278838,0.3333333333333333,0.3333333333333333,1.0
1460000,5.3958855,1404.5714285714287,1196.0225943648672,-0.008193988,-0.5,-0.5,1.0
1470000,5.382011,1124.2222222222222,1194.9672657177098,-0.0108200405,-0.1111111111111111,-0.1111111111111111,1.0
1480000,5.389389,1431.0,1193.6274886597378,-0.009200382,-0.16666666666666666,-0.16666666666666666,1.0
1490000,5.391651,1312.142857142857,1193.6433597862,-0.021115795,-0.25,-0.25,1.0
1500000,5.397415,1688.6666666666667,1194.0222234976925,-0.018467465,0.5,0.5,1.0
1510000,5.3942885,1254.888888888889,1193.504374602541,-0.03218699,-0.5,-0.5,1.0
1520000,5.3885813,1427.142857142857,1192.020014376879,-0.039664462,-0.2857142857142857,-0.2857142857142857,1.0
1530000,5.404293,1035.875,1191.3646177833607,-0.02956536,-0.4444444444444444,-0.4444444444444444,1.0
1540000,5.3871346,1471.0,1190.8088636335665,-0.035033144,0.0,0.0,1.0
1550000,5.3901362,1199.875,1189.4563141785316,-0.032467622,-0.375,-0.375,1.0
1560000,5.40401,1831.8333333333333,1188.7949938797951,-0.021989407,0.16666666666666666,0.16666666666666666,1.0
1570000,5.4202743,1164.5555555555557,1189.4896984498416,-0.027824359,0.125,0.125,1.0
1580000,5.4279184,1235.625,1188.7601918505538,-0.029306956,-0.375,-0.375,1.0
1590000,5.407919,1130.75,1189.8780996605087,-0.028484577,0.0,0.0,1.0
1600000,5.411835,1388.75,1188.8511838994532,-0.029348921,-0.2857142857142857,-0.2857142857142857,1.0
1610000,5.402058,1882.8,1188.7360282653858,-0.031702623,0.16666666666666666,0.16666666666666666,1.0
1620000,5.3970275,2223.25,1188.737779314475,-0.011263068,-0.25,-0.25,1.0
1630000,5.387916,2069.2,1188.2519984436574,-0.019499373,-0.4,-0.4,1.0
1640000,5.3938646,2129.2,1188.0223547424953,-0.024195522,0.0,0.0,1.0
1650000,5.397231,2055.0,1188.1881055300917,-0.02618072,0.0,0.0,1.0
1660000,5.397634,1910.0,1187.9911137699223,-0.02026646,0.0,0.0,1.0
1670000,5.386156,1576.0,1189.3930903603157,-0.02237907,0.5,0.5,1.0
1680000,5.3683286,2202.0,1190.0044767033824,-0.008004372,0.0,0.0,1.0
1690000,5.3741903,2066.0,1190.2493556827894,-0.010035491,0.0,0.0,1.0
1700000,5.391723,2263.5,1190.3593497463814,-0.008733002,0.2,0.2,1.0
1710000,5.421088,1653.6666666666667,1191.320816731137,-0.011597655,0.3333333333333333,0.3333333333333333,1.0
1720000,5.3964925,2327.75,1191.4547885489121,-0.02061118,0.0,0.0,1.0
1730000,5.372096,1900.1666666666667,1192.075201007882,-0.013194303,0.4,0.4,1.0
1740000,5.4198856,2402.5,1192.7917830211506,-0.009502901,0.2,0.2,1.0
1750000,5.3999043,2257.25,1192.3422284854278,0.0012985755,-0.25,-0.25,1.0
1760000,5.4243145,2171.4,1192.5764951157723,-0.0024905773,0.2,0.2,1.0
1770000,5.4064617,2154.6,1192.412322738702,0.0028904742,-0.25,-0.25,1.0
1780000,5.4172697,2187.25,1192.7033530406882,-0.004604073,0.2,0.2,1.0
1790000,5.408985,2190.4,1192.8961903426125,-0.003546909,0.0,0.0,1.0
1800000,5.389256,2033.8,1192.7290551050821,-0.0034980027,0.0,0.0,1.0
1810000,5.4260364,1548.1666666666667,1193.096072131543,-0.0092429565,0.0,0.0,1.0
1820000,5.4031706,1960.0,1191.754324981026,-0.0077424776,-0.6,-0.6,1.0
1830000,5.4054446,1982.4,1191.9349146350578,-0.0056241676,0.2,0.2,1.0
1840000,5.4075985,1978.6666666666667,1192.578291206256,-0.008794584,0.4,0.4,1.0
1850000,5.416826,2055.75,1192.3148232827193,-0.001648223,-0.4,-0.4,1.0
1860000,5.415526,2402.25,1192.2242291990115,-0.003204141,0.0,0.0,1.0
1870000,5.386089,1882.1666666666667,1192.4151880281029,-0.0025454275,0.0,0.0,1.0
1880000,5.4004602,2003.6,1192.2644319721965,0.00062928046,0.2,0.2,1.0
1890000,5.400514,1788.8333333333333,1192.1336608525082,-0.0013179622,-0.2,-0.2,1.0
1900000,5.419471,2008.6,1192.6438021714612,-0.003655451,0.4,0.4,1.0
1910000,5.406628,2402.25,1192.897964560441,0.0012122606,0.0,0.0,1.0
1920000,5.4274125,2402.25,1192.9302334594609,0.0018797942,0.0,0.0,1.0
1930000,5.374037,2193.25,1193.3075447063243,0.0051671728,0.25,0.25,1.0
1940000,5.3943143,1999.6666666666667,1192.949944002374,0.002202925,-0.2,-0.2,1.0
1950000,5.3992953,2402.5,1192.9864856083627,0.004109591,0.0,0.0,1.0
1960000,5.4049263,1698.8,1192.808716709276,0.008017902,-0.2,-0.2,1.0
1970000,5.394291,2175.4,1192.5485681733396,-0.0023324145,-0.2,-0.2,1.0
1980000,5.406957,2402.25,1192.5750023569285,0.005199807,0.0,0.0,1.0
1990000,5.3908935,1919.2,1192.4189250388422,0.0027814922,0.0,0.0,1.0
2000000,5.396201,2019.8,1192.9614790931287,0.003173719,0.2,0.2,1.0
2010000,5.3947525,2151.5,1193.194702204586,0.0046752198,0.0,0.0,1.0
2020000,5.392615,2048.5,1193.382316158648,0.0046799183,0.2,0.2,1.0
2030000,5.3956294,1248.125,1193.529482995944,0.006457665,0.0,0.0,1.0
2040000,5.3582788,2380.75,1194.3053820100556,0.009862887,0.0,0.0,1.0
2050000,5.3684626,2402.25,1194.2973165850888,0.008000409,0.0,0.0,1.0
2060000,5.4071174,1994.8,1195.012858522184,0.0013913166,0.4,0.4,1.0
2070000,5.4036355,1658.6666666666667,1195.5952793530062,0.006631869,0.16666666666666666,0.16666666666666666,1.0
2080000,5.3994126,1823.8,1195.2530217113729,0.0096356515,-0.6,-0.6,1.0
2090000,5.3873405,2402.25,1194.3543763917614,0.0031690563,0.0,0.0,1.0
2100000,5.3762293,2178.0,1193.958560310634,0.003930317,-0.2,-0.2,1.0
2110000,5.390345,1893.1666666666667,1193.7069919499643,0.009187695,0.0,0.0,1.0
2120000,5.3872085,1416.1666666666667,1192.6719481213524,0.006878148,-0.2857142857142857,-0.2857142857142857,1.0
2130000,5.378888,2227.0,1193.0602088006417,0.008072972,0.0,0.0,1.0
2140000,5.39012,2342.25,1193.4814058962572,0.010190682,0.4,0.4,1.0
2150000,5.393587,2398.0,1193.3809181412219,0.0069115595,-0.25,-0.25,1.0
2160000,5.3912244,1588.5,1192.6962020665162,0.004690984,-0.3333333333333333,-0.3333333333333333,1.0
2170000,5.3474045,2402.25,1192.5275548667637,0.010077662,0.0,0.0,1.0
2180000,5.3898287,1686.857142857143,1192.961385023316,-0.001370433,0.3333333333333333,0.3333333333333333,1.0
2190000,5.370708,2176.5,1192.4165861045253,0.0045840614,-0.4,-0.4,1.0
2200000,5.3603373,1690.142857142857,1191.8304237166194,0.0015185404,-0.16666666666666666,-0.16666666666666666,1.0
2210000,5.3987055,1698.25,1191.0794179146599,0.007491553,-0.4,-0.4,1.0
2220000,5.3862844,1450.3333333333333,1191.2894985617695,0.0068743546,0.0,0.0,1.0
2230000,5.3764,2016.6,1191.754247600161,0.0034280235,0.4,0.4,1.0
2240000,5.364783,2198.6,1192.8769039217032,0.010346988,0.4,0.4,1.0
2250000,5.355831,2231.8,1192.4856942106326,0.01200356,-0.5,-0.5,1.0
2260000,5.3544106,2317.25,1192.0596620890447,0.0138085345,-0.2,-0.2,1.0
2270000,5.3354034,1979.2,1191.596639600317,0.00814428,-0.2,-0.2,1.0
2280000,5.3659368,1989.8,1191.1157499851947,0.010426959,-0.2,-0.2,1.0
2290000,5.394735,2402.5,1190.7580246749278,0.011464757,0.0,0.0,1.0
2300000,5.3676147,2197.0,1190.8937236449515,0.0045609665,0.0,0.0,1.0
2310000,5.357637,2402.25,1191.3143375892591,-0.0010566929,0.2,0.2,1.0
2320000,5.386937,1635.5,1190.425476935117,0.003791479,-0.3333333333333333,-0.3333333333333333,1.0
2330000,5.390308,2035.8,1190.21008960056,0.006517186,-0.2,-0.2,1.0
2340000,5.3732724,1903.8,1189.8492816411238,-0.0059894244,0.0,0.0,1.0
2350000,5.3541403,2395.0,1190.2209175105577,-0.005582373,0.25,0.25,1.0
2360000,5.3888593,2370.0,1190.8718899166856,0.0027124353,0.25,0.25,1.0
2370000,5.356864,2402.4,1191.0098786574042,0.0029639849,0.0,0.0,1.0
2380000,5.3502336,2015.0,1190.6485750652655,0.00011593883,-0.2,-0.2,1.0
2390000,5.3541827,1962.4,1190.335587442655,0.0014468586,0.0,0.0,1.0
2400000,5.368309,1638.2857142857142,1190.5538900268973,-0.0015298286,0.14285714285714285,0.14285714285714285,1.0
2410000,5.37302,1563.0,1190.5298961417595,-0.0034636592,0.0,0.0,1.0
2420000,5.3827896,1351.625,1190.9514491080145,-0.0104844235,0.125,0.125,1.0
2430000,5.342789,2068.25,1191.655556504719,-0.021627916,0.25,0.25,1.0
2440000,5.359181,2402.4,1191.6496428506648,-0.029340912,0.0,0.0,1.0
2450000,5.3536825,2351.5,1191.772261218777,-0.026940465,0.2,0.2,1.0
2460000,5.366091,1965.2,1191.7448026662164,-0.022719387,0.0,0.0,1.0
2470000,5.376097,1887.8,1191.4477419170457,-0.02405225,-0.4,-0.4,1.0
2480000,5.396873,2050.4,1191.366334634878,-0.02363397,0.2,0.2,1.0
2490000,5.3820777,2343.75,1191.6718814857788,-0.01871657,0.25,0.25,1.0
2500000,5.37321,1117.2222222222222,1191.185745803642,-0.0033782707,0.0,0.0,1.0
2510000,5.362058,1938.0,1191.2914090395623,-0.016459728,0.0,0.0,1.0
2520000,5.3757186,1510.4285714285713,1191.5313391893585,-0.0065438366,0.2857142857142857,0.2857142857142857,1.0
2530000,5.391156,1562.8333333333333,1191.6738442133553,-0.019922163,0.0,0.0,1.0
2540000,5.399797,2036.5,1191.5223629711704,-0.02261112,-0.2,-0.2,1.0
2550000,5.3449993,1724.857142857143,1191.9513669152027,-0.013424739,0.3333333333333333,0.3333333333333333,1.0
2560000,5.375167,1944.75,1192.5720191615715,-0.010127669,0.4,0.4,1.0
2570000,5.374999,1908.0,1192.3273207598597,-0.008806641,0.0,0.0,1.0
2580000,5.378122,1905.8,1192.625400991666,-0.014226579,0.4,0.4,1.0
2590000,5.3904886,1747.0,1194.4149130828985,-0.016964475,0.5,0.5,1.0
2600000,5.4019537,2081.8,1195.0282395226875,-0.02188226,0.0,0.0,1.0
2610000,5.3898196,1410.0,1194.7083493464916,-0.0064565884,0.16666666666666666,0.16666666666666666,1.0
2620000,5.375492,1694.142857142857,1195.1475511857163,0.011772052,0.0,0.0,1.0
2630000,5.366942,992.4,1195.695476811964,0.017250264,0.5,0.5,1.0
2640000,5.356846,1485.5714285714287,1197.3882168254931,0.02085985,0.3333333333333333,0.3333333333333333,1.0
2650000,5.3668714,1314.75,1197.3326225836915,0.015793245,0.0,0.0,1.0
2660000,5.389116,1383.5,1196.09353587713,0.010064541,-0.5714285714285714,-0.5714285714285714,1.0
2670000,5.387768,1728.1666666666667,1195.1541062286353,0.0068008914,0.0,0.0,1.0
2680000,5.3786035,1256.2222222222222,1194.838239658332,0.014552376,-0.5,-0.5,1.0
2690000,5.3860393,2317.5,1193.8729908076016,0.02048793,-0.25,-0.25,1.0
2700000,5.381921,1392.142857142857,1194.6447889911994,0.012896469,0.25,0.25,1.0
2710000,5.3944993,1583.4285714285713,1195.8546864319578,0.01900479,-0.16666666666666666,-0.16666666666666666,1.0
2720000,5.3890533,1325.7142857142858,1197.0500900342795,0.021439655,0.2857142857142857,0.2857142857142857,1.0
2730000,5.397895,1169.625,1196.9939823972452,0.012112503,-0.1111111111111111,-0.1111111111111111,1.0
2740000,5.356298,1259.25,1197.1152299547257,0.02180887,0.375,0.375,1.0
2750000,5.3824425,1543.1666666666667,1196.9896196609595,0.025943715,-0.3333333333333333,-0.3333333333333333,1.0
2760000,5.3776026,1799.6666666666667,1197.2123294575297,0.017124675,0.0,0.0,1.0
2770000,5.3732076,1549.2857142857142,1197.173124904913,0.010411978,-0.16666666666666666,-0.16666666666666666,1.0
2780000,5.3843126,1920.75,1196.9008314161147,0.0059922356,-0.2,-0.2,1.0
2790000,5.3776455,2158.4,1196.6117717640877,-0.007029063,0.2,0.2,1.0
2800000,5.3862166,2019.8,1197.3959768877476,0.019718733,0.4,0.4,1.0
2810000,5.378015,1352.0,1197.631531288772,0.018122988,-0.16666666666666666,-0.16666666666666666,1.0
2820000,5.379656,1705.8333333333333,1198.4855452061834,0.03820383,0.6666666666666666,0.6666666666666666,1.0
2830000,5.3787603,1878.5,1198.918260029637,0.017473398,0.0,0.0,1.0
2840000,5.383947,1237.5714285714287,1199.3780665904337,0.015707372,0.5,0.5,1.0
2850000,5.386623,1169.6666666666667,1199.99328621956,0.022264171,0.5555555555555556,0.5555555555555556,1.0
2860000,5.37648,2014.6,1201.9902543470998,0.017935382,0.5,0.5,1.0
2870000,5.377263,1815.6,1202.7302332494303,0.016537733,0.16666666666666666,0.16666666666666666,1.0
2880000,5.3770046,1171.0,1202.50960346776,0.016662303,-0.2222222222222222,-0.2222222222222222,1.0
2890000,5.3832355,1959.6,1201.8749903118878,0.020324899,-0.2,-0.2,1.0
